policy,trial_id,account_count,user_count,total_demand,served_demand,denied_demand,peak_total_demand,peak_served_demand,migrated_requests,migration_successes,weekly_drift,mean_seven_day_utilization,objective_score
five_hour_first,61,6,12,8193,8193,0,6390,6390,0,0,0.07269354326165384,0.8617835760225642,0.9789090032760911
seven_day_first,61,6,12,8295,8295,0,6413,6413,3,3,0.004001223291714228,0.8619693818182906,0.9857968158526577
weighted_score,61,6,12,8427,8427,0,6447,6447,0,0,0.012609679647530328,0.8778691471373893,0.9865259467489859
reset_aware_weekly_priority,61,6,12,8396,8396,0,6481,6481,0,0,0.022384540696399856,0.8738855350281881,0.9851500994331789
five_hour_first,62,5,9,3200,3200,0,2404,2404,0,0,0.047879767095605284,0.3750406975600784,0.9327160930464473
seven_day_first,62,5,9,3059,3059,0,2379,2379,0,0,0.0012413006634812659,0.34721747770212275,0.9345976177038642
weighted_score,62,5,9,3183,3183,0,2416,2416,0,0,0.015266795263279877,0.3622088581207943,0.9346942062857514
reset_aware_weekly_priority,62,5,9,3036,3036,0,2325,2325,0,0,0.019752539355057563,0.3438188190002568,0.9324066279645199
five_hour_first,63,8,18,17393,12269,5124,12960,8908,291,2,0.0,1.0,0.5666464541252506
seven_day_first,63,8,18,16856,12269,4587,12745,9250,466,220,0.0,1.0,0.6617691208342886
weighted_score,63,8,18,16592,12269,4323,12536,9246,343,90,0.0,1.0,0.6413644841975863
reset_aware_weekly_priority,63,8,18,16602,12269,4333,12695,9297,352,121,0.0,1.0,0.6519515352543449
five_hour_first,64,4,11,9466,7551,1915,6875,5343,0,0,0.0,1.0,0.8026788237327853
seven_day_first,64,4,11,9407,7551,1856,6834,5383,75,74,0.0,1.0,0.8068098945551385
weighted_score,64,4,11,9207,7551,1656,6557,5308,79,57,0.0,1.0,0.7847027815780737
reset_aware_weekly_priority,64,4,11,9468,7551,1917,6903,5474,61,59,0.0,1.0,0.801599068115406
five_hour_first,65,3,7,3988,3988,0,3076,3076,0,0,0.10116599903132047,0.858002729998819,0.9756836730967499
seven_day_first,65,3,7,3877,3877,0,2897,2897,0,0,0.0026649296454742595,0.8095929695988434,0.980692803995337
weighted_score,65,3,7,4102,4102,0,3033,3033,0,0,0.01478175366586812,0.8596041208557037,0.9844822367189836
reset_aware_weekly_priority,65,3,7,4210,4210,0,3133,3133,0,0,0.015239390166202208,0.8809569453406579,0.9865717555174456
five_hour_first,66,7,13,4014,4014,0,2647,2647,0,0,0.04920250524639649,0.3790910811908902,0.9329888575944494
seven_day_first,66,7,13,3802,3802,0,2533,2533,0,0,0.0021256584216030276,0.3485404652360405,0.9346414806814437
weighted_score,66,7,13,3846,3846,0,2519,2519,0,0,0.030103674872032794,0.3561553618320776,0.9326051686960045
reset_aware_weekly_priority,66,7,13,3985,3985,0,2671,2671,0,0,0.04985626794667566,0.3697663674246474,0.9319910099477973
five_hour_first,67,5,6,5085,5085,0,3999,3999,0,0,0.03126370697163053,0.5952603549538004,0.956399664798217
seven_day_first,67,5,6,4931,4931,0,3871,3871,0,0,0.0020296163338474446,0.5763568503068978,0.957432723397305
weighted_score,67,5,6,4992,4992,0,3829,3829,0,0,0.03889329359531972,0.5873585165406775,0.9548465222945358
reset_aware_weekly_priority,67,5,6,4950,4950,0,3812,3812,0,0,0.06459581430290072,0.5852706879508384,0.9520674873647939
five_hour_first,68,4,6,4837,4837,0,3736,3736,0,0,0.08833121043195208,0.7006596130616398,0.9612328402629687
seven_day_first,68,4,6,4442,4442,0,3459,3459,0,0,0.0047522996354852146,0.6237147409829459,0.9618962441347461
weighted_score,68,4,6,4781,4781,0,3767,3767,0,0,0.02699981439090157,0.6724452761862886,0.9645445461795388
reset_aware_weekly_priority,68,4,6,4668,4668,0,3630,3630,0,0,0.04388392627269867,0.6530843066685288,0.960920038039583
five_hour_first,69,6,12,8944,8944,0,6384,6384,0,0,0.11414537972893588,0.8895745924417261,0.9775429212712791
seven_day_first,69,6,12,9271,9271,0,6723,6723,0,0,0.00847018677612036,0.8818425364692777,0.9873372349693158
weighted_score,69,6,12,9228,9228,0,6612,6612,0,0,0.040928543301241384,0.8875313559144308,0.9846602812613189
reset_aware_weekly_priority,69,6,12,9393,9393,0,6770,6770,0,0,0.04895022164136767,0.8993219545474087,0.9850371732906041
five_hour_first,70,3,6,2542,2542,0,1776,1776,0,0,0.04592890962257157,0.5388143743481868,0.9492885464725616
seven_day_first,70,3,6,2320,2320,0,1609,1609,0,0,0.002306325910988863,0.48332538236896955,0.9481019056457981
weighted_score,70,3,6,2590,2590,0,1790,1790,0,0,0.007355355087465591,0.5381434610761792,0.9530788105988713
reset_aware_weekly_priority,70,3,6,2418,2418,0,1635,1635,0,0,0.022115058941969606,0.49914420574596363,0.9477029146803995
five_hour_first,71,4,7,2610,2610,0,1733,1733,0,0,0.029078361819941088,0.3630705014836586,0.9333992139663718
seven_day_first,71,4,7,2552,2552,0,1715,1715,0,0,0.001420397641580062,0.35190386142788194,0.9350483463786302
weighted_score,71,4,7,2520,2520,0,1679,1679,0,0,0.02317305830466571,0.34375456060281245,0.9320581502298148
reset_aware_weekly_priority,71,4,7,2642,2642,0,1778,1778,0,0,0.040704184730586096,0.3567342630987016,0.9316030078368116
five_hour_first,72,7,13,5953,5953,0,3938,3938,0,0,0.048337768850473056,0.5399720581521646,0.9491634289301693
seven_day_first,72,7,13,6057,6057,0,4115,4115,0,0,0.0019809709575223803,0.54538033167863,0.9543399360721108
weighted_score,72,7,13,5929,5929,0,3882,3882,0,0,0.02826704117509508,0.5367752286392011,0.9508508187464106
reset_aware_weekly_priority,72,7,13,6005,6005,0,3987,3987,0,0,0.03868105791776056,0.5454169907499594,0.9506735932832199
five_hour_first,73,5,8,5025,5025,0,3324,3324,0,0,0.060953482454345204,0.5814667989759901,0.9520513316521645
seven_day_first,73,5,8,4982,4982,0,3387,3387,0,0,0.003053880981538929,0.5722332701381829,0.9569179389156643
weighted_score,73,5,8,4905,4905,0,3265,3265,0,0,0.0303971038815224,0.5640981831069272,0.9533701079225405
reset_aware_weekly_priority,73,5,8,4976,4976,0,3397,3397,0,0,0.049938683713649866,0.5719702506234572,0.9522031566909808
five_hour_first,74,5,8,8073,7734,339,6345,6030,172,4,0.08355682147287079,0.8753474261621383,0.7908618078238553
seven_day_first,74,5,8,8063,7679,384,6365,6002,288,92,0.0024945527104098205,0.8471672343273642,0.8347888083114268
weighted_score,74,5,8,8074,7689,385,6357,6017,234,48,0.013810447252167762,0.8510241705488826,0.817740769514178
reset_aware_weekly_priority,74,5,8,8139,7851,288,6442,6168,210,65,0.0028408335163608417,0.8655693590867504,0.8472984525851311
five_hour_first,75,6,11,8281,8281,0,6106,6106,0,0,0.10233296684369317,0.8732273290255335,0.977089436218184
seven_day_first,75,6,11,8483,8483,0,6267,6267,66,66,0.0065991019592798955,0.8895884170512138,0.9882989315091933
weighted_score,75,6,11,8348,8348,0,6146,6146,0,0,0.01960660673684268,0.8748114936703151,0.9855204886933473
reset_aware_weekly_priority,75,6,11,8268,8268,0,6079,6079,39,39,0.02924573028042971,0.8651669511738437,0.9835921220893414
five_hour_first,76,8,11,9346,9346,0,7210,7210,0,0,0.0877895006668893,0.6875047294194001,0.9599715228752511
seven_day_first,76,8,11,9453,9453,0,7315,7315,0,0,0.0016579622024970365,0.6768612852269077,0.967520332302441
weighted_score,76,8,11,9096,9096,0,7107,7107,0,0,0.036154348806558635,0.6583844913462078,0.962223014253965
reset_aware_weekly_priority,76,8,11,9304,9304,0,7427,7427,0,0,0.0528214642584131,0.6758387763027973,0.9623017312044384
five_hour_first,77,4,15,9220,6055,3165,6940,4278,220,1,0.0,1.0,0.5144956047753031
seven_day_first,77,4,15,9596,6055,3541,7172,4326,337,94,0.0,1.0,0.5343289760244684
weighted_score,77,4,15,9645,6055,3590,7219,4286,282,50,0.0,1.0,0.514473997241576
reset_aware_weekly_priority,77,4,15,9255,6055,3200,7040,4331,243,65,0.0,1.0,0.5518918382853839
five_hour_first,78,2,6,3028,3028,0,2175,2175,0,0,0.007397798804946176,0.8388393425052867,0.9831441543700341
seven_day_first,78,2,6,3029,3029,0,2062,2062,0,0,9.417978167497454e-05,0.8392928803772353,0.9839198700595561
weighted_score,78,2,6,2956,2956,0,2037,2037,0,0,0.00897688493227966,0.8188520268165022,0.9809875141884223
reset_aware_weekly_priority,78,2,6,3096,3096,0,2142,2142,0,0,0.02525155066319157,0.8572606312534299,0.9832009080590239
five_hour_first,79,5,17,9705,8844,861,6419,5728,0,0,0.0,1.0,0.9109856990922187
seven_day_first,79,5,17,9870,8844,1026,6548,5684,0,0,0.0,1.0,0.8942468708977241
weighted_score,79,5,17,9792,8844,948,6610,5829,0,0,0.0,1.0,0.9026918142446085
reset_aware_weekly_priority,79,5,17,9680,8844,836,6369,5691,0,0,0.0,1.0,0.9129321714554874
five_hour_first,80,8,18,16039,13940,2099,12604,10601,316,11,0.0,1.0,0.72388411241119
seven_day_first,80,8,18,15988,13940,2048,12687,10711,719,408,0.0,1.0,0.8065134742381265
weighted_score,80,8,18,15845,13940,1905,12297,10471,491,215,0.0,1.0,0.7944003648541267
reset_aware_weekly_priority,80,8,18,16295,13940,2355,12736,10701,528,232,0.0,1.0,0.7747972662037138
five_hour_first,81,5,14,7229,6897,332,4555,4265,0,0,0.0,1.0,0.9519351332046389
seven_day_first,81,5,14,7195,6897,298,4685,4453,0,0,0.0,1.0,0.9586277082315108
weighted_score,81,5,14,7424,6897,527,4719,4242,0,0,0.0,1.0,0.9250396216733893
reset_aware_weekly_priority,81,5,14,7345,6897,448,4644,4272,0,0,0.0,1.0,0.9372784488384407
five_hour_first,82,3,13,10576,4866,5710,7665,3205,211,3,0.0,1.0,0.3287351307797584
seven_day_first,82,3,13,10809,4866,5943,8011,3280,436,130,0.0,1.0,0.362210310317682
weighted_score,82,3,13,10808,4866,5942,8042,3347,372,68,0.0,1.0,0.3466222958749533
reset_aware_weekly_priority,82,3,13,10948,4866,6082,8033,3200,414,93,0.0,1.0,0.3444101664393966
five_hour_first,83,4,9,6876,4513,2363,5012,3220,47,1,0.0,1.0,0.523244641610151
seven_day_first,83,4,9,7003,4513,2490,5103,3155,75,53,0.0,1.0,0.6116726101735912
weighted_score,83,4,9,6989,4513,2476,5105,3182,67,22,0.0,1.0,0.5570916532266853
reset_aware_weekly_priority,83,4,9,7121,4513,2608,5168,3189,50,40,0.0,1.0,0.6178981532949028
five_hour_first,84,8,13,6563,6563,0,4765,4765,0,0,0.028439593409006775,0.4745745410878935,0.9446134947678887
seven_day_first,84,8,13,6778,6778,0,4945,4945,0,0,0.0020959104540887613,0.49022135664781974,0.9488125446193731
weighted_score,84,8,13,6782,6782,0,4925,4925,0,0,0.02072819450122307,0.48618938146280904,0.9465461186961587
reset_aware_weekly_priority,84,8,13,6813,6813,0,5007,5007,0,0,0.035932293025775525,0.4850205209684988,0.9449088227942724
five_hour_first,85,8,17,7996,7996,0,6075,6075,0,0,0.0397541298058656,0.5572378115139051,0.951748368170804
seven_day_first,85,8,17,7858,7858,0,5946,5946,0,0,0.003047918383765299,0.5449595177199862,0.9541911599336221
weighted_score,85,8,17,8139,8139,0,6119,6119,0,0,0.024766814183330883,0.5634759012466936,0.9538709087063363
reset_aware_weekly_priority,85,8,17,8209,8209,0,6180,6180,0,0,0.05128719394285939,0.566941202783525,0.9515654008840666
five_hour_first,86,4,10,6061,5085,976,4636,3847,72,2,0.0,1.0,0.6988985388080923
seven_day_first,86,4,10,5854,5085,769,4336,3768,129,101,0.0,1.0,0.8427385636371361
weighted_score,86,4,10,5890,5085,805,4482,3846,124,60,0.0,1.0,0.7914347827075138
reset_aware_weekly_priority,86,4,10,5724,5085,639,4431,3943,98,68,0.0,1.0,0.8484036903682155
five_hour_first,87,8,11,5425,5425,0,3587,3587,0,0,0.04850901331179155,0.42419174196503767,0.9375682728653246
seven_day_first,87,8,11,5118,5118,0,3447,3447,0,0,0.0012630466313929881,0.3884033958472972,0.9387140349215904
weighted_score,87,8,11,5092,5092,0,3345,3345,0,0,0.026172387143890197,0.3868066605826056,0.9360634273438716
reset_aware_weekly_priority,87,8,11,5261,5261,0,3427,3427,0,0,0.04837891265962604,0.39647941962540384,0.9348100506965779
five_hour_first,88,5,11,3906,3906,0,2805,2805,0,0,0.05485608856383389,0.4087677771903552,0.9353911688626522
seven_day_first,88,5,11,3854,3854,0,2849,2849,0,0,0.002005581577596356,0.3978721604031934,0.9395866578825597
weighted_score,88,5,11,3789,3789,0,2800,2800,0,0,0.030768875824557933,0.3902475695195198,0.9359478693694961
reset_aware_weekly_priority,88,5,11,3799,3799,0,2713,2713,0,0,0.05027488278616274,0.38953379964355184,0.9339258916857389
five_hour_first,89,2,6,3490,2937,553,2587,2159,0,0,0.0,1.0,0.8477224451550235
seven_day_first,89,2,6,3253,2937,316,2431,2132,0,0,0.0,1.0,0.9012525665325796
weighted_score,89,2,6,3387,2937,450,2438,2044,0,0,0.0,1.0,0.8665953739543151
reset_aware_weekly_priority,89,2,6,3291,2937,354,2460,2135,0,0,0.0,1.0,0.891675282181263
five_hour_first,90,4,5,3276,3276,0,2336,2336,0,0,0.041710101178830034,0.4925751232322022,0.9450865022053372
seven_day_first,90,4,5,3528,3528,0,2583,2583,0,0,0.004699197958055036,0.5207367503527882,0.9516037552394734
weighted_score,90,4,5,3469,3469,0,2547,2547,0,0,0.03222071910381349,0.5151965984733093,0.9482975879369496
reset_aware_weekly_priority,90,4,5,3494,3494,0,2555,2555,0,0,0.05540843055002479,0.5206655411088666,0.9465257110558842
five_hour_first,91,4,6,3601,3601,0,2517,2517,0,0,0.0622783245501275,0.6069595666346677,0.954468124208454
seven_day_first,91,4,6,3580,3580,0,2453,2453,0,0,0.004475299367256053,0.5901684327559275,0.9585693133388672
weighted_score,91,4,6,3582,3582,0,2507,2507,0,0,0.014419828217715742,0.5923854930170748,0.9577965664799359
reset_aware_weekly_priority,91,4,6,3675,3675,0,2486,2486,0,0,0.017803191007777653,0.6062640812732091,0.9588460890265431
five_hour_first,92,8,11,8047,8047,0,6249,6249,0,0,0.08380080228476829,0.6477603711379326,0.9563959568853164
seven_day_first,92,8,11,7936,7936,0,6184,6184,0,0,0.004106817920014746,0.6241166307302841,0.962000981281027
weighted_score,92,8,11,8276,8276,0,6367,6367,0,0,0.029176618486792278,0.6501227902247414,0.962094617173795
reset_aware_weekly_priority,92,8,11,8121,8121,0,6289,6289,0,0,0.04810467026044567,0.6342811647118318,0.9586176494451386
five_hour_first,93,3,16,5244,4940,304,3666,3396,0,0,0.0,1.0,0.9410078512298679
seven_day_first,93,3,16,4990,4940,50,3517,3511,0,0,0.0,1.0,0.9925594720860543
weighted_score,93,3,16,5191,4940,251,3557,3351,0,0,0.0,1.0,0.9516744639288593
reset_aware_weekly_priority,93,3,16,5133,4940,193,3516,3363,0,0,0.0,1.0,0.9628012695075497
five_hour_first,94,4,9,3641,3641,0,2475,2475,0,0,0.05050609922395094,0.5632236691300829,0.9512717569906132
seven_day_first,94,4,9,3675,3675,0,2533,2533,0,0,0.003406118596438716,0.5688915301394637,0.9565485411543025
weighted_score,94,4,9,3347,3347,0,2367,2367,0,0,0.027360547132124054,0.5171086939003015,0.9489748146768178
reset_aware_weekly_priority,94,4,9,3482,3482,0,2388,2388,0,0,0.048764878499873,0.5369133602050501,0.9488148481705178
five_hour_first,95,8,17,5539,5539,0,4046,4046,0,0,0.06004713879351668,0.5193062050860238,0.9459259066292508
seven_day_first,95,8,17,5474,5474,0,4101,4101,0,0,0.002841934274541559,0.5013637277072757,0.9498521793432735
weighted_score,95,8,17,5755,5755,0,4169,4169,0,0,0.02705266713878919,0.5308389773141912,0.9503786310175402
reset_aware_weekly_priority,95,8,17,5398,5398,0,4006,4006,0,0,0.045050220617382876,0.4985403814396366,0.9453490160822254
five_hour_first,96,4,13,6579,5825,754,4729,4055,173,3,0.0,1.0,0.7367449861963716
seven_day_first,96,4,13,6659,5825,834,4992,4313,232,105,0.0,1.0,0.7962127025385394
weighted_score,96,4,13,6531,5825,706,4918,4240,174,54,0.0,1.0,0.7864166122689824
reset_aware_weekly_priority,96,4,13,6658,5825,833,4959,4300,195,72,0.0,1.0,0.7845833390005732
five_hour_first,97,2,18,15300,2929,12371,11595,1655,1024,4,0.0,1.0,0.0702759577081695
seven_day_first,97,2,18,15245,2929,12316,11372,1669,1482,407,0.0,1.0,0.11237532413140724
weighted_score,97,2,18,14987,2929,12058,11431,1649,1075,109,0.0,1.0,0.08807874488104211
reset_aware_weekly_priority,97,2,18,14895,2929,11966,11249,1692,1150,186,0.0,1.0,0.09951443027857723
five_hour_first,98,7,8,3952,3952,0,2619,2619,0,0,0.04584636041525042,0.3446465699421374,0.9298800209526887
seven_day_first,98,7,8,3924,3924,0,2569,2569,0,0,0.0023696344944422725,0.3307169567103857,0.9328347322215943
weighted_score,98,7,8,3849,3849,0,2539,2539,0,0,0.017595617429893934,0.3242870143049637,0.930669139687507
reset_aware_weekly_priority,98,7,8,4010,4010,0,2697,2697,0,0,0.02991268522707083,0.3353774375524518,0.9305464752325382
five_hour_first,99,5,6,4397,4397,0,3068,3068,0,0,0.05736642448606308,0.44194737983521143,0.9384580955349149
seven_day_first,99,5,6,4105,4105,0,2858,2858,0,0,0.0010739190023762255,0.40335842180039244,0.9402284502798016
weighted_score,99,5,6,4450,4450,0,3157,3157,0,0,0.010021511221122515,0.43801401885522584,0.9427992507634104
reset_aware_weekly_priority,99,5,6,4199,4199,0,2922,2922,0,0,0.01771883783817078,0.41098492076850535,0.9393266082930335
five_hour_first,100,8,10,6533,6533,0,4355,4355,0,0,0.056808878505914366,0.5262949123400632,0.9469486033834149
seven_day_first,100,8,10,6640,6640,0,4488,4488,0,0,0.0022016254131823165,0.5257532421647227,0.9523551616751541
weighted_score,100,8,10,6512,6512,0,4411,4411,0,0,0.02112881608369254,0.5158742410377254,0.9494745424954033
reset_aware_weekly_priority,100,8,10,6364,6364,0,4339,4339,0,0,0.03724535812115518,0.5019627839505457,0.9464717425829391
five_hour_first,101,4,13,6463,4320,2143,4660,3032,0,0,0.0,1.0,0.6805551110016144
seven_day_first,101,4,13,6583,4320,2263,4765,3008,0,0,0.0,1.0,0.6671824498186767
weighted_score,101,4,13,6533,4320,2213,4727,3017,0,0,0.0,1.0,0.6724428493429931
reset_aware_weekly_priority,101,4,13,6378,4320,2058,4632,3080,0,0,0.0,1.0,0.6903647089980617
five_hour_first,102,7,17,13264,10949,2315,8996,7282,16,2,0.0,1.0,0.6989449204337432
seven_day_first,102,7,17,13079,10949,2130,8801,7300,13,13,0.0,1.0,0.8433632584325234
weighted_score,102,7,17,13208,10949,2259,8990,7265,18,18,0.0,1.0,0.8323071381553904
reset_aware_weekly_priority,102,7,17,13379,10949,2430,9078,7180,49,49,0.0,1.0,0.820591230652991
five_hour_first,103,2,13,5065,3634,1431,3578,2516,0,0,0.0,1.0,0.7280275314152463
seven_day_first,103,2,13,5252,3634,1618,3799,2518,0,0,0.0,1.0,0.7000503198921751
weighted_score,103,2,13,5030,3634,1396,3518,2497,0,0,0.0,1.0,0.7331702169021121
reset_aware_weekly_priority,103,2,13,5088,3634,1454,3591,2537,0,0,0.0,1.0,0.7265828026565366
five_hour_first,104,8,14,6549,6549,0,4621,4621,0,0,0.03628119113463261,0.5204539929727842,0.9484172801838151
seven_day_first,104,8,14,6372,6372,0,4562,4562,0,0,0.0017475675413553622,0.499829736643413,0.9498082169102058
weighted_score,104,8,14,6550,6550,0,4631,4631,0,0,0.021802357482321507,0.5141849258385036,0.9492382568356182
reset_aware_weekly_priority,104,8,14,6536,6536,0,4754,4754,0,0,0.04297138534472518,0.5113743069311666,0.9468402921586441
five_hour_first,105,7,13,7734,7734,0,4991,4991,0,0,0.05097661529457742,0.6050876314436481,0.955411101614907
seven_day_first,105,7,13,7495,7495,0,4867,4867,0,0,0.002882748890638069,0.5792826014242392,0.9576399852533601
weighted_score,105,7,13,7803,7803,0,5107,5107,0,0,0.027715227782842137,0.6037404254915829,0.9576025197708741
reset_aware_weekly_priority,105,7,13,7815,7815,0,5054,5054,0,0,0.04244771417379437,0.6034288353712096,0.9560981121197415
five_hour_first,106,8,12,5595,5595,0,4165,4165,0,0,0.04921348177206142,0.4129011592468136,0.9363687677474752
seven_day_first,106,8,12,5473,5473,0,4184,4184,0,0,0.0023265582532723326,0.39366832754593295,0.939134176929266
weighted_score,106,8,12,5337,5337,0,4077,4077,0,0,0.0226651056193815,0.3794104381772825,0.9356745332557901
reset_aware_weekly_priority,106,8,12,5458,5458,0,4154,4154,0,0,0.047645100490905715,0.38197190359378874,0.9334326803102883
five_hour_first,107,8,12,6545,6545,0,4860,4860,0,0,0.04270128802915465,0.5140906463316859,0.9471389358302532
seven_day_first,107,8,12,6651,6651,0,5021,5021,0,0,0.0023439193088819698,0.5162965613507092,0.9513952642041829
weighted_score,107,8,12,6808,6808,0,5023,5023,0,0,0.024374810269625964,0.5294300152102874,0.9505055204940661
reset_aware_weekly_priority,107,8,12,6497,6497,0,4721,4721,0,0,0.040910101845005306,0.5048265031826084,0.9463916401337603
five_hour_first,108,4,14,9143,6452,2691,6150,4190,0,0,0.0,1.0,0.7142987349156003
seven_day_first,108,4,14,9313,6452,2861,6336,4218,0,0,0.0,1.0,0.7013864366444429
weighted_score,108,4,14,9328,6452,2876,6307,4169,0,0,0.0,1.0,0.6994295659944938
reset_aware_weekly_priority,108,4,14,9101,6452,2649,6163,4311,0,0,0.0,1.0,0.721127408547306
five_hour_first,109,4,10,5475,5475,0,4062,4062,0,0,0.1309552830291579,0.7156759763058474,0.9584720693276689
seven_day_first,109,4,10,5596,5596,0,4150,4150,0,0,0.0027355567223584613,0.6948119501589083,0.969207639343655
weighted_score,109,4,10,5413,5413,0,4021,4021,0,0,0.029885503003416417,0.6782039576186212,0.9648318454615206
reset_aware_weekly_priority,109,4,10,5423,5423,0,3969,3969,0,0,0.03778996586153078,0.6782465141983495,0.9640456548336819
five_hour_first,110,2,7,3714,3642,72,2532,2460,35,0,0.004958604244731157,0.9432485670700099,0.8231497169066809
seven_day_first,110,2,7,3652,3593,59,2536,2477,40,15,0.000336201661754465,0.9319347146729069,0.8822847333932924
weighted_score,110,2,7,3727,3640,87,2646,2559,46,1,0.017135917297353365,0.9494068336320147,0.8219277865340588
reset_aware_weekly_priority,110,2,7,3631,3598,33,2561,2528,19,3,0.04034716153971474,0.9455264444082406,0.8546188571431463
five_hour_first,111,6,16,8956,8796,160,6944,6784,85,6,0.050299174568160944,0.8715245802152408,0.8244448243457446
